lat,long,distance,azimuth,speed,cp,windspeed,landfall_flag,overland_flag,maxwind,min_cp,rad_maxwind,eye_diam,pressure_isobar,rad_isobar,date_time,SID,hour,day,month,derived_distance
16.0,-47.0,,-75,22,1009,46,0,,46,,115,,,,1969-09-20 12:00:00,S_5,12,5,9,0.0
16.3,-48.2,,-75,22,1010,46,0,,46,,99,,,,1969-09-20 18:00:00,S_5,18,5,9,132.4380069040128
16.5,-49.3,,-79,20,1008,56,0,,56,,58,,,,1969-09-21 00:00:00,S_5,0,6,9,119.42675900323039
16.7,-50.4,,-79,20,1006,65,0,,65,,68,,,,1969-09-21 06:00:00,S_5,6,6,9,119.30761590919485
16.8,-51.3,,-83,16,1004,65,0,,65,,66,,,,1969-09-21 12:00:00,S_5,12,6,9,96.47237033548845
16.9,-51.9,,-80,11,1003,74,0,,74,,76,,,,1969-09-21 18:00:00,S_5,18,6,9,64.8136065708777
17.0,-52.4,,-78,9,1003,74,0,,74,,83,,,,1969-09-22 00:00:00,S_5,0,0,9,54.33234873921395
17.1,-52.9,,-78,9,1004,74,0,,74,,89,,,,1969-09-22 06:00:00,S_5,6,0,9,54.304578796544625
17.2,-53.5,,-80,11,1007,65,0,,65,,87,,,,1969-09-22 12:00:00,S_5,12,0,9,64.71298838171
17.3,-54.1,,-80,11,1007,65,0,,65,,98,,,,1969-09-22 18:00:00,S_5,18,0,9,64.67906729481818
17.4,-54.7,,-80,11,1006,65,0,,65,,104,,,,1969-09-23 00:00:00,S_5,0,1,9,64.64495555103554
17.6,-55.4,,-73,13,1006,65,0,,65,,105,,,,1969-09-23 06:00:00,S_5,6,1,9,77.49357078145883
17.8,-56.1,,-73,13,1006,65,0,,65,,102,,,,1969-09-23 12:00:00,S_5,12,1,9,77.41487485967092
18.0,-56.9,,-75,15,1007,56,0,,56,,66,,,,1969-09-23 18:00:00,S_5,18,1,9,87.52251999946287
18.2,-57.8,,-77,16,1006,56,0,,56,,69,,,,1969-09-24 00:00:00,S_5,0,2,9,97.68831078154533
18.4,-58.7,,-77,16,1007,56,0,,56,,60,,,,1969-09-24 06:00:00,S_5,6,2,9,97.58206891100698
18.6,-59.6,,-77,16,1007,56,0,,56,,66,,,,1969-09-24 12:00:00,S_5,12,2,9,97.47470617517602
18.8,-60.3,,-73,13,1011,56,0,,56,,56,,,,1969-09-24 18:00:00,S_5,18,2,9,77.00854759566612
19.0,-60.9,,-70,11,1010,46,0,,46,,139,,,,1969-09-25 00:00:00,S_5,0,3,9,66.92310346913732
19.3,-61.5,,-62,12,1009,46,0,,46,,133,,,,1969-09-25 06:00:00,S_5,6,3,9,71.30877565560743
19.6,-61.9,,-51,9,1011,46,0,,46,,106,,,,1969-09-25 12:00:00,S_5,12,3,9,53.58852377267456
20.0,-62.2,,-35,9,1012,46,0,,46,,99,,,,1969-09-25 18:00:00,S_5,18,3,9,54.437075951681074
20.4,-62.4,,-25,8,1011,46,0,,46,,93,,,,1969-09-26 00:00:00,S_5,0,4,9,49.13143775929383
20.8,-62.6,,-25,8,1011,46,0,,46,,91,,,,1969-09-26 06:00:00,S_5,6,4,9,49.108472376045
21.3,-62.7,,-11,9,1008,46,0,,46,,106,,,,1969-09-26 12:00:00,S_5,12,4,9,56.55773541555803
21.8,-62.8,,-11,9,1008,46,0,,46,,104,,,,1969-09-26 18:00:00,S_5,18,4,9,56.55127842013742
22.2,-62.9,,-13,8,1009,46,0,,46,,96,,,,1969-09-27 00:00:00,S_5,0,5,9,45.65728038075219
22.5,-63.0,,-17,6,1010,46,0,,46,,91,,,,1969-09-27 06:00:00,S_5,6,5,9,34.90781204984357
22.7,-63.1,,-25,4,1008,56,0,,56,,91,,,,1969-09-27 12:00:00,S_5,12,5,9,24.494021778783406
22.8,-63.2,,-43,3,1003,65,0,,65,,112,,,,1969-09-27 18:00:00,S_5,18,5,9,15.12602281124063
23.0,-63.4,,-43,5,1003,65,0,,65,,116,,,,1969-09-28 00:00:00,S_5,0,6,9,30.23673002284404
23.2,-63.7,,-54,6,1006,65,0,,65,,97,,,,1969-09-28 06:00:00,S_5,6,6,9,37.895553585627994
23.5,-64.0,,-42,8,1000,74,0,,74,,101,,,,1969-09-28 12:00:00,S_5,12,6,9,45.285420433229156
23.8,-64.2,,-31,7,1001,74,0,,74,,88,,,,1969-09-28 18:00:00,S_5,18,6,9,39.08678163209981
24.1,-64.4,,-31,7,999,83,0,,83,,83,,,,1969-09-29 00:00:00,S_5,0,0,9,39.06231183618373
